id,LocId,State Id,City,Name,ARPLatitude,ARPLongitude,Elevation,Sectional,UNICOM,CTAF,ICAOId
187,BFK,OK,BUFFALO,BUFFALO MUNI,036-51-47.8900N,099-37-07.4300W,1822,WICHITA,,122.9,KBFK
188,BFL,CA,BAKERSFIELD,MEADOWS FLD,035-26-01.9000N,119-03-27.6000W,509.6,LOS ANGELES,122.95,118.1,KBFL
189,BFM,AL,MOBILE,MOBILE INTL,030-37-36.4100N,088-04-05.1300W,26.2,NEW ORLEANS,122.95,118.8,KBFM
190,BFR,IN,BEDFORD,VIRGIL I GRISSOM MUNI,038-50-24.1000N,086-26-43.3000W,727.4,ST LOUIS,122.8,122.8,KBFR
191,BFW,MN,SILVER BAY,SILVER BAY MUNI,047-14-56.5000N,091-24-56.1000W,1088.6,GREEN BAY,,122.9,KBFW
192,BGD,TX,BORGER,HUTCHINSON COUNTY,035-42-03.2000N,101-23-37.2000W,3055.2,DALLAS-FT WORTH,123,123,KBGD
193,BGE,GA,BAINBRIDGE,DECATUR COUNTY INDUSTRIAL AIR PARK,030-58-17.7500N,084-38-12.9400W,141.3,JACKSONVILLE,122.975,122.975,KBGE
194,BGF,TN,WINCHESTER,WINCHESTER MUNI,035-10-39.1200N,086-03-58.2000W,978.8,ATLANTA,122.8,122.8,KBGF
195,BGM,NY,BINGHAMTON,GREATER BINGHAMTON/EDWIN A LINK FLD,042-12-30.4000N,075-58-46.6000W,1635.6,NEW YORK,122.95,119.3,KBGM
196,BGR,ME,BANGOR,BANGOR INTL,044-48-26.8000N,068-49-41.3000W,192.1,HALIFAX,122.95,,KBGR
197,BHB,ME,BAR HARBOR,HANCOCK COUNTY/BAR HARBOR,044-26-58.9400N,068-21-41.3600W,83.2,HALIFAX,123,123,KBHB
198,BHC,GA,BAXLEY,BAXLEY MUNI,031-42-49.8000N,082-23-37.6000W,201.2,JACKSONVILLE,122.8,122.8,KBHC
199,BHK,MT,BAKER,BAKER MUNI,046-20-47.8000N,104-15-29.2000W,2980.7,BILLINGS,,122.9,KBHK
200,BHM,AL,BIRMINGHAM,BIRMINGHAM-SHUTTLESWORTH INTL,033-33-50.0000N,086-45-08.3000W,650,ATLANTA,122.95,,KBHM
201,BID,RI,BLOCK ISLAND,BLOCK ISLAND STATE,041-10-05.2000N,071-34-40.2000W,107.9,NEW YORK,123,123,KBID
202,BIE,NE,BEATRICE,BEATRICE MUNI,040-18-04.6000N,096-45-14.8000W,1323.6,OMAHA,122.8,122.8,KBIE
203,BIH,CA,BISHOP,BISHOP,037-22-23.2000N,118-21-49.0000W,4124.3,SAN FRANCISCO,123,123,KBIH
204,BIJ,GA,BLAKELY,EARLY COUNTY,031-23-51.0300N,084-53-41.2700W,214.6,JACKSONVILLE,,122.9,KBIJ
205,BIL,MT,BILLINGS,BILLINGS LOGAN INTL,045-48-28.2600N,108-32-36.7600W,3662.3,BILLINGS,122.95,,KBIL
206,BIS,ND,BISMARCK,BISMARCK MUNI,046-46-21.8400N,100-44-44.6600W,1661.3,TWIN CITIES,122.95,118.3,KBIS
207,BIV,MI,HOLLAND,WEST MICHIGAN RGNL,042-44-34.0000N,086-06-28.2000W,697.9,CHICAGO,123.05,123.05,KBIV
208,BJC,CO,DENVER,ROCKY MOUNTAIN METRO,039-54-31.7000N,105-07-01.9000W,5673.4,DENVER,,118.6,KBJC
209,BJI,MN,BEMIDJI,BEMIDJI RGNL,047-30-38.6000N,094-56-05.0000W,1391.4,TWIN CITIES,122.8,122.8,KBJI
210,BJJ,OH,WOOSTER,WAYNE COUNTY,040-52-29.4000N,081-53-17.7000W,1135.8,DETROIT,122.8,122.8,KBJJ
211,BKD,TX,BRECKENRIDGE,STEPHENS COUNTY,032-43-07.5200N,098-53-29.7500W,1284.2,DALLAS-FT WORTH,122.8,122.8,KBKD
212,BKE,OR,BAKER CITY,BAKER CITY MUNI,044-50-14.4000N,117-48-32.9000W,3373.4,SEATTLE,123,123,KBKE
213,BKL,OH,CLEVELAND,BURKE LAKEFRONT,041-31-04.3000N,081-40-57.5000W,583.5,DETROIT,122.95,124.3,KBKL
214,BKN,OK,BLACKWELL,BLACKWELL-TONKAWA MUNI,036-44-42.4000N,097-20-58.5000W,1030,WICHITA,122.8,122.8,KBKN
215,BKS,TX,FALFURRIAS,BROOKS COUNTY,027-12-21.8000N,098-07-15.7000W,111.7,BROWNSVILLE,122.8,122.8,KBKS
216,BKT,VA,BLACKSTONE,ALLEN C PERKINSON BLACKSTONE AAF,037-04-29.1600N,077-57-23.7500W,437.4,WASHINGTON,,134.7,KBKT
217,BKV,FL,BROOKSVILLE,BROOKSVILLE-TAMPA BAY RGNL,028-28-25.0000N,082-27-19.5000W,76,JACKSONVILLE,123,118.55,KBKV
218,BKW,WV,BECKLEY,RALEIGH COUNTY MEML,037-47-14.4000N,081-07-27.0000W,2503.8,CINCINNATI,123,123,KBKW
219,BKX,SD,BROOKINGS,BROOKINGS RGNL,044-18-16.3000N,096-49-08.1000W,1647.5,OMAHA,123,123,KBKX
220,BLF,WV,BLUEFIELD,MERCER COUNTY,037-17-45.4100N,081-12-27.0700W,2856.7,CINCINNATI,,122.9,KBLF
221,BLH,CA,BLYTHE,BLYTHE,033-37-09.0000N,114-43-00.8000W,399.6,PHOENIX,122.8,122.8,KBLH
222,BLI,WA,BELLINGHAM,BELLINGHAM INTL,048-47-33.7000N,122-32-15.1000W,171,SEATTLE,122.95,124.9,KBLI
223,BLM,NJ,BELMAR/FARMINGDALE,MONMOUTH EXEC,040-11-12.4000N,074-07-28.4000W,153.4,NEW YORK,123,123,KBLM
224,BLU,CA,EMIGRANT GAP,BLUE CANYON - NYACK,039-16-29.9000N,120-42-35.1000W,5283.5,SAN FRANCISCO,,122.9,KBLU
225,BLV,IL,BELLEVILLE,SCOTT AFB/MIDAMERICA ST LOUIS,038-32-42.6200N,089-50-06.6700W,459.1,ST LOUIS,122.95,,KBLV
226,BMC,UT,BRIGHAM CITY,BRIGHAM CITY RGNL,041-33-15.5000N,112-03-44.1000W,4229.9,SALT LAKE CITY,123.05,123.05,KBMC
227,BMG,IN,BLOOMINGTON,MONROE COUNTY,039-08-45.6700N,086-37-00.0500W,845.5,ST LOUIS,122.95,120.775,KBMG
228,BMI,IL,BLOOMINGTON/NORMAL,CENTRAL IL RGNL/BLOOMINGTON-NORMAL,040-28-37.6000N,088-54-57.3000W,871.4,CHICAGO,122.95,124.6,KBMI
229,BML,NH,BERLIN,BERLIN RGNL,044-34-31.3000N,071-10-33.3000W,1161.3,MONTREAL,122.7,122.7,KBML
230,BMQ,TX,BURNET,BURNET MUNI KATE CRADDOCK FLD,030-44-20.1400N,098-14-19.0000W,1283.4,SAN ANTONIO,122.8,122.8,KBMQ
231,BMT,TX,BEAUMONT,BEAUMONT MUNI,030-04-12.7400N,094-12-54.3500W,31.9,HOUSTON,123,123,KBMT
232,BNA,TN,NASHVILLE,NASHVILLE INTL,036-07-28.1100N,086-40-41.4500W,599,ATLANTA,122.95,,KBNA
233,BNG,CA,BANNING,BANNING MUNI,033-55-21.2000N,116-51-03.5000W,2222.4,LOS ANGELES,122.8,122.8,KBNG
234,BNL,SC,BARNWELL,BARNWELL RGNL,033-15-27.6000N,081-23-17.5900W,246.3,CHARLOTTE,122.8,122.8,KBNL
235,BNO,OR,BURNS,BURNS MUNI,043-35-30.9000N,118-57-19.6000W,4158.7,KLAMATH FALLS,122.8,122.8,KBNO
236,BNW,IA,BOONE,BOONE MUNI,042-02-58.4000N,093-50-51.4000W,1160.3,OMAHA,123,123,KBNW
237,BOI,ID,BOISE,BOISE AIR TRML/GOWEN FLD,043-33-51.7000N,116-13-22.3000W,2871.7,SALT LAKE CITY,122.95,,KBOI
238,BOK,OR,BROOKINGS,BROOKINGS,042-04-26.2000N,124-17-23.2000W,461.9,KLAMATH FALLS,122.8,122.8,KBOK
239,BOS,MA,BOSTON,GENERAL EDWARD LAWRENCE LOGAN INTL,042-21-46.6000N,071-00-23.0000W,19.1,NEW YORK,122.95,,KBOS
240,BOW,FL,BARTOW,BARTOW EXEC,027-56-36.1000N,081-47-00.3000W,124.8,MIAMI,122.95,121.2,KBOW
241,BPG,TX,BIG SPRING,BIG SPRING MC MAHON-WRINKLE,032-12-45.4000N,101-31-17.9000W,2572.9,DALLAS-FT WORTH,122.8,122.8,KBPG
242,BPI,WY,BIG PINEY,MILEY MEML FLD,042-34-56.0000N,110-06-31.9000W,6993.6,SALT LAKE CITY,122.8,122.8,KBPI
243,BPK,AR,MOUNTAIN HOME,BAXTER COUNTY,036-22-08.1900N,092-28-13.8700W,928,KANSAS CITY,123,123,KBPK
244,BPT,TX,BEAUMONT/PORT ARTHUR,JACK BROOKS RGNL,029-57-03.0000N,094-01-14.5000W,15.4,HOUSTON,122.95,119.5,KBPT
245,BQK,GA,BRUNSWICK,BRUNSWICK GOLDEN ISLES,031-15-32.5200N,081-27-58.7400W,25.6,JACKSONVILLE,123,123,KBQK
246,BQP,LA,BASTROP,MOREHOUSE MEML,032-45-21.9000N,091-52-50.1000W,167.7,MEMPHIS,122.8,122.8,KBQP
247,BQR,NY,LANCASTER,BUFFALO-LANCASTER RGNL,042-55-19.4000N,078-36-43.1000W,751.7,DETROIT,123.05,123.05,KBQR
248,BRD,MN,BRAINERD,BRAINERD LAKES RGNL,046-24-15.2000N,094-08-01.7000W,1232.2,TWIN CITIES,122.7,122.7,KBRD
249,BRG,NM,BELEN,BELEN RGNL,034-38-45.1000N,106-50-10.8200W,5199.5,ALBUQUERQUE,122.8,122.8,KBRG
250,BRL,IA,BURLINGTON,SOUTHEAST IOWA RGNL,040-46-58.7000N,091-07-32.1000W,698.7,CHICAGO,123,123,KBRL
251,BRO,TX,BROWNSVILLE,BROWNSVILLE/SOUTH PADRE ISLAND INTL,025-54-22.1000N,097-25-33.6000W,22.4,BROWNSVILLE,122.95,118.9,KBRO
252,BRY,KY,BARDSTOWN,SAMUELS FLD,037-48-51.6000N,085-29-58.7000W,668.8,ST LOUIS,122.8,122.8,KBRY
253,BST,ME,BELFAST,BELFAST MUNI,044-24-33.8000N,069-00-42.6000W,197.6,MONTREAL,122.975,122.975,KBST
254,BTA,NE,BLAIR,BLAIR MUNI,041-24-53.3000N,096-06-32.3000W,1317.6,OMAHA,123.05,123.05,KBTA
255,BTF,UT,BOUNTIFUL,SKYPARK,040-52-05.3400N,111-55-39.0000W,4237.1,SALT LAKE CITY,122.8,122.8,KBTF
256,BTL,MI,BATTLE CREEK,BATTLE CREEK EXEC AT KELLOGG FLD,042-18-23.3000N,085-15-00.3200W,951.8,CHICAGO,122.95,126.825,KBTL
257,BTM,MT,BUTTE,BERT MOONEY,045-57-17.3000N,112-29-50.9000W,5550.5,GREAT FALLS,123,123,KBTM
258,BTN,SD,BRITTON,BRITTON MUNI,045-48-54.1000N,097-44-34.1000W,1318.4,TWIN CITIES,122.8,122.8,KBTN
259,BTP,PA,BUTLER,PITTSBURGH/BUTLER RGNL,040-46-35.7000N,079-57-03.9000W,1248.4,DETROIT,123.05,123.05,KBTP
260,BTR,LA,BATON ROUGE,"BATON ROUGE METRO, RYAN FLD",030-31-58.5000N,091-08-59.6000W,69.7,HOUSTON,122.95,118.45,KBTR
261,BTV,VT,BURLINGTON,BURLINGTON INTL,044-28-19.0400N,073-09-11.7900W,334.6,MONTREAL,122.95,118.3,KBTV
262,BTY,NV,BEATTY,BEATTY,036-51-40.1000N,116-47-11.0000W,3169,LAS VEGAS,,122.9,KBTY
263,BUB,NE,BURWELL,CRAM FLD,041-46-39.2800N,099-09-00.7600W,2183.3,OMAHA,,122.9,KBUB
264,BUF,NY,BUFFALO,BUFFALO NIAGARA INTL,042-56-25.5000N,078-43-50.1000W,726.9,DETROIT,,,KBUF
265,BUM,MO,BUTLER,BUTLER MEML,038-17-23.1600N,094-20-24.4600W,893.7,KANSAS CITY,,122.9,KBUM
266,BUR,CA,BURBANK,BOB HOPE,034-12-02.5000N,118-21-31.2000W,778,LOS ANGELES,122.95,,KBUR
267,BUU,WI,BURLINGTON,BURLINGTON MUNI,042-41-26.5800N,088-18-16.8600W,780.1,CHICAGO,123.05,123.05,KBUU
268,BUY,NC,BURLINGTON,BURLINGTON/ALAMANCE RGNL,036-02-59.0200N,079-28-22.8300W,616.1,CINCINNATI,122.975,122.975,KBUY
269,BVI,PA,BEAVER FALLS,BEAVER COUNTY,040-46-20.9000N,080-23-29.2000W,1252.7,DETROIT,,120.3,KBVI
270,BVN,NE,ALBION,ALBION MUNI,041-43-42.8800N,098-03-20.7300W,1806.2,OMAHA,,122.9,KBVN
271,BVO,OK,BARTLESVILLE,BARTLESVILLE MUNI,036-45-48.1000N,096-00-40.3000W,716.9,KANSAS CITY,,122.825,KBVO
272,BVS,WA,BURLINGTON/MOUNT VERNON,SKAGIT RGNL,048-28-13.8900N,122-25-18.0800W,145.1,SEATTLE,123.075,123.075,KBVS
273,BVU,NV,BOULDER CITY,BOULDER CITY MUNI,035-56-50.3100N,114-51-39.9000W,2203.1,LAS VEGAS,122.7,122.7,KBVU
274,BVX,AR,BATESVILLE,BATESVILLE RGNL,035-43-34.4000N,091-38-50.8000W,465,MEMPHIS,122.8,122.8,KBVX
275,BVY,MA,BEVERLY,BEVERLY RGNL,042-35-02.9000N,070-54-58.1000W,107.3,NEW YORK,122.95,125.2,KBVY
276,BWC,CA,BRAWLEY,BRAWLEY MUNI,032-59-34.5800N,115-31-02.1500W,-127.8,LOS ANGELES,,122.9,KBWC
277,BWD,TX,BROWNWOOD,BROWNWOOD RGNL,031-47-37.0000N,098-57-23.4000W,1386.7,SAN ANTONIO,122.8,122.8,KBWD
278,BWG,KY,BOWLING GREEN,BOWLING GREEN-WARREN COUNTY RGNL,036-57-52.3000N,086-25-10.8000W,547.2,ST LOUIS,123,123,KBWG
279,BWI,MD,BALTIMORE,BALTIMORE/WASHINGTON INTL THURGOOD MARSHALL,039-10-32.6200N,076-40-08.3700W,143.4,WASHINGTON,,,KBWI
280,BWP,ND,WAHPETON,HARRY STERN,046-14-39.4600N,096-36-25.7600W,968.2,TWIN CITIES,123,123,KBWP
281,BWW,ND,BOWMAN,BOWMAN RGNL,046-09-55.8700N,103-18-02.6700W,2965.4,BILLINGS,122.8,122.8,KBWW
282,BXA,LA,BOGALUSA,GEORGE R CARR MEML AIR FLD,030-48-49.2700N,089-51-53.8700W,119,NEW ORLEANS,122.8,122.8,KBXA
283,BXG,GA,WAYNESBORO,BURKE COUNTY,033-02-27.0100N,082-00-15.3500W,308.7,ATLANTA,,122.9,KBXG
284,BXK,AZ,BUCKEYE,BUCKEYE MUNI,033-25-13.5000N,112-41-10.2500W,1032.7,PHOENIX,122.975,122.975,KBXK
285,BXM,ME,BRUNSWICK,BRUNSWICK EXEC,043-53-32.4800N,069-56-19.7900W,74.7,NEW YORK,122.725,122.725,KBXM
286,BYG,WY,BUFFALO,JOHNSON COUNTY,044-22-51.9000N,106-43-18.5000W,4970,CHEYENNE,122.8,122.8,KBYG
287,BYH,AR,BLYTHEVILLE,ARKANSAS INTL,035-57-51.6000N,089-56-38.2000W,254.1,MEMPHIS,122.7,122.7,KBYH
288,BYI,ID,BURLEY,BURLEY MUNI,042-32-33.4000N,113-46-17.5000W,4153.5,SALT LAKE CITY,,122.9,KBYI
289,BYL,KY,WILLIAMSBURG,WILLIAMSBURG-WHITLEY COUNTY,036-47-42.0000N,084-11-58.2600W,1177.7,CINCINNATI,122.7,122.7,KBYL
290,BYY,TX,BAY CITY,BAY CITY RGNL,028-58-23.6900N,095-51-48.4300W,44.9,HOUSTON,122.8,122.8,KBYY
291,BZN,MT,BOZEMAN,BOZEMAN YELLOWSTONE INTL,045-46-38.0500N,111-09-00.9400W,4473.4,GREAT FALLS,122.95,118.2,KBZN
292,CAD,MI,CADILLAC,WEXFORD COUNTY,044-16-31.2000N,085-25-08.1000W,1306.5,GREEN BAY,122.8,122.8,KCAD
293,CAE,SC,COLUMBIA,COLUMBIA METRO,033-56-19.8200N,081-07-10.3300W,236,CHARLOTTE,122.95,,KCAE
294,CAG,CO,CRAIG,CRAIG-MOFFAT,040-29-42.8000N,107-31-18.0000W,6197.5,CHEYENNE,122.8,122.8,KCAG
295,CAK,OH,AKRON,AKRON-CANTON RGNL,040-54-54.2000N,081-26-37.1000W,1225.5,DETROIT,122.95,,KCAK
296,CAO,NM,CLAYTON,CLAYTON MUNI AIRPARK,036-26-46.6000N,103-08-59.8000W,4969.6,WICHITA,122.8,122.8,KCAO
297,CAR,ME,CARIBOU,CARIBOU MUNI,046-52-17.9000N,068-01-05.5000W,620.3,HALIFAX,122.8,122.8,KCAR
298,CAV,IA,CLARION,CLARION MUNI,042-44-25.7000N,093-45-32.6000W,1156.6,OMAHA,122.8,122.8,KCAV
299,CBE,MD,CUMBERLAND,GREATER CUMBERLAND RGNL,039-36-55.1000N,078-45-41.3200W,775,WASHINGTON,122.8,122.8,KCBE
300,CBF,IA,COUNCIL BLUFFS,COUNCIL BLUFFS MUNI,041-15-36.4000N,095-45-31.1000W,1244.8,OMAHA,122.725,122.725,KCBF
301,CBG,MN,CAMBRIDGE,CAMBRIDGE MUNI,045-33-26.9800N,093-15-51.0600W,945.4,TWIN CITIES,122.8,122.8,KCBG
302,CBK,KS,COLBY,SHALZ FLD,039-25-38.8500N,101-02-47.8300W,3188.2,WICHITA,122.8,122.8,KCBK
303,CCA,AR,CLINTON,CLINTON MUNI,035-35-51.9000N,092-27-05.7000W,513.9,MEMPHIS,122.7,122.7,KCCA
304,CCB,CA,UPLAND,CABLE,034-06-41.8000N,117-41-14.6000W,1443.5,LOS ANGELES,123,123,KCCB
305,CCO,GA,ATLANTA,NEWNAN COWETA COUNTY,033-18-41.6400N,084-46-11.1200W,970.2,ATLANTA,122.7,122.7,KCCO
306,CCR,CA,CONCORD,BUCHANAN FLD,037-59-22.7600N,122-03-24.8500W,25.6,SAN FRANCISCO,122.95,119.7,KCCR
307,CCY,IA,CHARLES CITY,NORTHEAST IOWA RGNL,043-04-21.0100N,092-36-38.9100W,1125.2,CHICAGO,122.8,122.8,KCCY
308,CDA,VT,LYNDONVILLE,CALEDONIA COUNTY,044-34-08.8100N,072-01-04.7200W,1187.6,MONTREAL,122.8,122.8,KCDA
309,CDC,UT,CEDAR CITY,CEDAR CITY RGNL,037-42-03.4900N,113-05-55.8600W,5622.3,LAS VEGAS,123,123,KCDC
310,CDD,MN,CRANE LAKE,SCOTTS,048-15-59.6600N,092-29-00.5700W,1119,GREEN BAY,122.8,122.8,KCDD
311,CDH,AR,CAMDEN,HARRELL FLD,033-37-22.1000N,092-45-48.2000W,129.6,MEMPHIS,122.7,122.7,KCDH
312,CDI,OH,CAMBRIDGE,CAMBRIDGE MUNI,039-58-30.1000N,081-34-39.3000W,798.8,CINCINNATI,123.075,123.075,KCDI
313,CDK,FL,CEDAR KEY,GEORGE T LEWIS,029-08-03.2000N,083-03-01.7000W,11,JACKSONVILLE,,122.9,KCDK
314,CDN,SC,CAMDEN,WOODWARD FLD,034-17-00.9000N,080-33-53.5000W,302.2,CHARLOTTE,123,123,KCDN
315,CDR,NE,CHADRON,CHADRON MUNI,042-50-15.2100N,103-05-43.4500W,3297.8,CHEYENNE,122.8,122.8,KCDR
316,CDS,TX,CHILDRESS,CHILDRESS MUNI,034-26-01.6000N,100-17-16.8000W,1953.8,DALLAS-FT WORTH,122.8,122.8,KCDS
317,CDW,NJ,CALDWELL,ESSEX COUNTY,040-52-30.8100N,074-16-52.8600W,172.3,NEW YORK,122.95,119.8,KCDW
318,CEA,KS,WICHITA,CESSNA ACFT FLD,037-38-54.9500N,097-15-02.1600W,1378,WICHITA,,122.9,KCEA
319,CEC,CA,CRESCENT CITY,JACK MC NAMARA FLD,041-46-48.6000N,124-14-11.5000W,60.7,KLAMATH FALLS,122.8,122.8,KCEC
320,CEF,MA,SPRINGFIELD/CHICOPEE,WESTOVER ARB/METRO,042-11-38.4600N,072-32-05.2300W,241.1,NEW YORK,122.95,134.85,KCEF
321,CEK,NE,CRETE,CRETE MUNI,040-37-06.1600N,096-55-32.5500W,1499.5,OMAHA,122.8,122.8,KCEK
322,CEU,SC,CLEMSON,OCONEE COUNTY RGNL,034-40-20.0000N,082-53-09.2000W,890.6,ATLANTA,122.7,122.7,KCEU
323,CEV,IN,CONNERSVILLE,METTEL FLD,039-41-53.5000N,085-07-52.1000W,866.3,ST LOUIS,122.8,122.8,KCEV
324,CEW,FL,CRESTVIEW,BOB SIKES,030-46-43.7900N,086-31-19.6100W,213.5,NEW ORLEANS,122.95,122.95,KCEW
325,CEY,KY,MURRAY,KYLE-OAKLEY FLD,036-39-52.4900N,088-22-21.9900W,577.3,ST LOUIS,122.7,122.7,KCEY
326,CEZ,CO,CORTEZ,CORTEZ MUNI,037-18-10.8100N,108-37-40.9600W,5917.6,DENVER,122.8,122.8,KCEZ
327,CFD,TX,BRYAN,COULTER FLD,030-42-56.5000N,096-19-52.9000W,366.7,HOUSTON,123,123,KCFD
328,CFE,MN,BUFFALO,BUFFALO MUNI,045-09-31.8000N,093-50-35.9000W,967.7,TWIN CITIES,122.8,122.8,KCFE
329,CFJ,IN,CRAWFORDSVILLE,CRAWFORDSVILLE RGNL,039-58-28.7000N,086-55-15.9000W,800.3,ST LOUIS,122.8,122.8,KCFJ
330,CFO,CO,DENVER,COLORADO AIR AND SPACE PORT,039-47-03.1000N,104-32-15.5000W,5515.2,DENVER,122.95,120.2,KCFO
331,CFS,MI,CARO,TUSCOLA AREA,043-27-31.9000N,083-26-43.6000W,704.3,DETROIT,123,123,KCFS
332,CFT,AZ,CLIFTON/MORENCI,GREENLEE COUNTY,032-57-25.3400N,109-12-40.1800W,3797.8,PHOENIX,,122.9,KCFT
333,CFV,KS,COFFEYVILLE,COFFEYVILLE MUNI,037-05-38.4000N,095-34-19.2000W,754.4,KANSAS CITY,123,123,KCFV
334,CGC,FL,CRYSTAL RIVER,CRYSTAL RIVER-CAPT TOM DAVIS FLD,028-52-03.4000N,082-34-26.8000W,8.9,JACKSONVILLE,122.725,122.725,KCGC
335,CGE,MD,CAMBRIDGE,CAMBRIDGE-DORCHESTER RGNL,038-32-21.5600N,076-01-49.4200W,19.6,WASHINGTON,122.7,122.7,KCGE
336,CGF,OH,CLEVELAND,CUYAHOGA COUNTY,041-33-52.5000N,081-29-14.0000W,876.1,DETROIT,,118.5,KCGF
337,CGI,MO,CAPE GIRARDEAU,CAPE GIRARDEAU RGNL,037-13-31.1000N,089-34-14.7000W,341.6,ST LOUIS,122.95,125.525,KCGI
338,CGS,MD,COLLEGE PARK,COLLEGE PARK,038-58-50.1000N,076-55-20.3000W,48.4,WASHINGTON,122.975,122.975,KCGS
339,CGZ,AZ,CASA GRANDE,CASA GRANDE MUNI,032-57-17.6000N,111-46-00.6000W,1464.1,PHOENIX,122.7,122.7,KCGZ
340,CHA,TN,CHATTANOOGA,LOVELL FLD,035-02-06.7000N,085-12-12.8000W,682.5,ATLANTA,122.95,118.3,KCHA
341,CHD,AZ,CHANDLER,CHANDLER MUNI,033-16-08.7500N,111-48-40.0400W,1243.4,PHOENIX,122.95,126.1,KCHD
342,CHK,OK,CHICKASHA,CHICKASHA MUNI,035-05-49.7100N,097-58-03.6500W,1151.5,DALLAS-FT WORTH,123,123,KCHK
343,CHN,FL,WAUCHULA,WAUCHULA MUNI,027-30-53.7000N,081-52-49.7000W,107.8,MIAMI,,122.9,KCHN
344,CHO,VA,CHARLOTTESVILLE,CHARLOTTESVILLE-ALBEMARLE,038-08-22.7100N,078-27-08.4400W,640.1,WASHINGTON,122.95,124.5,KCHO
345,CHQ,MO,CHARLESTON,MISSISSIPPI COUNTY,036-50-31.6900N,089-21-34.7700W,313,ST LOUIS,,122.9,KCHQ
346,CHS,SC,CHARLESTON,CHARLESTON AFB/INTL,032-53-55.1000N,080-02-25.9000W,46,CHARLOTTE,122.95,,KCHS
347,CHT,MO,CHILLICOTHE,CHILLICOTHE MUNI,039-46-55.2600N,093-29-46.4500W,783.3,KANSAS CITY,122.8,122.8,KCHT
348,CHU,MN,CALEDONIA,HOUSTON COUNTY,043-35-46.8900N,091-30-14.2100W,1179,CHICAGO,,122.9,KCHU
349,CIC,CA,CHICO,CHICO MUNI,039-47-43.4000N,121-51-30.3000W,240.2,SAN FRANCISCO,122.95,121,KCIC
350,CID,IA,CEDAR RAPIDS,THE EASTERN IOWA,041-53-04.8800N,091-42-38.8700W,869.4,CHICAGO,122.95,118.7,KCID
351,CII,MT,CHOTEAU,CHOTEAU,047-49-42.0500N,112-10-06.0100W,3946.6,GREAT FALLS,122.8,122.8,KCII
352,CIN,IA,CARROLL,ARTHUR N NEU,042-02-48.0000N,094-47-19.3000W,1203.7,OMAHA,122.8,122.8,KCIN
353,CIR,IL,CAIRO,CAIRO RGNL,037-03-50.9000N,089-13-10.3000W,322,ST LOUIS,122.8,122.8,KCIR
354,CIU,MI,SAULT STE MARIE,CHIPPEWA COUNTY INTL,046-15-02.7100N,084-28-20.5800W,799.3,LAKE HURON,123,123,KCIU
355,CJJ,IA,CRESCO,ELLEN CHURCH FLD,043-21-55.0900N,092-07-59.1000W,1279,CHICAGO,122.8,122.8,KCJJ
356,CJR,VA,CULPEPER,CULPEPER RGNL,038-31-31.7000N,077-51-34.7000W,315.5,WASHINGTON,123.075,123.075,KCJR
357,CKB,WV,CLARKSBURG,NORTH CENTRAL WEST VIRGINIA,039-17-51.5600N,080-13-39.1200W,1223.5,CINCINNATI,123,126.7,KCKB
358,CKC,MN,GRAND MARAIS,GRAND MARAIS/COOK COUNTY,047-50-18.3500N,090-23-04.4800W,1803.1,GREEN BAY,122.8,122.8,KCKC
359,CKF,GA,CORDELE,CRISP COUNTY-CORDELE,031-59-19.8400N,083-46-26.0600W,309.5,JACKSONVILLE,123.05,123.05,KCKF
360,CKI,SC,KINGSTREE,WILLIAMSBURG RGNL,033-43-02.0000N,079-51-25.1000W,66.5,CHARLOTTE,122.7,122.7,KCKI
361,CKM,MS,CLARKSDALE,FLETCHER FLD,034-17-59.0000N,090-30-44.3000W,173.3,MEMPHIS,122.8,122.8,KCKM
362,CKN,MN,CROOKSTON,CROOKSTON MUNI/KIRKWOOD FLD,047-50-29.9700N,096-37-17.2300W,900.3,TWIN CITIES,122.7,122.7,KCKN
363,CKP,IA,CHEROKEE,CHEROKEE COUNTY RGNL,042-43-53.0000N,095-33-21.8000W,1226.4,OMAHA,122.8,122.8,KCKP
364,CKV,TN,CLARKSVILLE,OUTLAW FLD,036-37-18.7000N,087-24-53.8000W,549.9,ST LOUIS,122.8,122.8,KCKV
365,CKZ,PA,PERKASIE,PENNRIDGE,040-23-21.1000N,075-17-25.7000W,567.6,NEW YORK,123,123,KCKZ
366,CLE,OH,CLEVELAND,CLEVELAND-HOPKINS INTL,041-24-33.8600N,081-51-16.8900W,799.5,DETROIT,122.95,,KCLE
367,CLI,WI,CLINTONVILLE,CLINTONVILLE MUNI,044-36-47.4000N,088-43-51.2000W,825.9,GREEN BAY,122.8,122.8,KCLI
368,CLK,OK,CLINTON,CLINTON RGNL,035-32-17.7800N,098-55-58.0400W,1615.5,DALLAS-FT WORTH,122.8,122.8,KCLK
369,CLL,TX,COLLEGE STATION,EASTERWOOD FLD,030-35-16.9500N,096-21-45.1600W,320.6,HOUSTON,122.95,118.5,KCLL
370,CLM,WA,PORT ANGELES,WILLIAM R FAIRCHILD INTL,048-07-12.7000N,123-29-58.9000W,291.3,SEATTLE,122.975,122.975,KCLM
371,CLR,CA,CALIPATRIA,CLIFF HATFIELD MEML,033-07-52.8000N,115-31-17.0000W,-181.8,LOS ANGELES,,122.9,KCLR
